Day,Title,TitleFa,GrammarFocus,GrammarFocusFa,LessonLevel,SentenceId,Role,GermanText,Translation,TranslationFa,SentenceLevel
3,Numbers 1-20,اعداد ۱ تا ۲۰,"Cardinal numbers: eins, zwei, drei... zwanzig",اعداد اصلی: یک، دو، سه... بیست,A1,11,received,Wie viele Personen sind Sie?,How many people are you?,چند نفر هستید؟,A1
3,Numbers 1-20,اعداد ۱ تا ۲۰,"Cardinal numbers: eins, zwei, drei... zwanzig",اعداد اصلی: یک، دو، سه... بیست,A1,12,sent,Wir sind vier Personen.,We are four people.,ما چهار نفر هستیم.,A1
4,The Alphabet & Spelling,الفبا و املا,"German pronunciation: ä, ö, ü, ß",تلفظ آلمانی: ä، ö، ü، ß,A1,1,received,"Guten Tag! Wie ist Ihr Name, bitte?","Good day! What is your name, please?",روز بخیر! اسم شما چیست، لطفا؟,A1
4,The Alphabet & Spelling,الفبا و املا,"German pronunciation: ä, ö, ü, ß",تلفظ آلمانی: ä، ö، ü، ß,A1,2,sent,Mein Name ist Müller.,My name is Müller.,اسم من مولر است.,A1
4,The Alphabet & Spelling,الفبا و املا,"German pronunciation: ä, ö, ü, ß",تلفظ آلمانی: ä، ö، ü، ß,A1,3,received,Können Sie das bitte buchstabieren?,Can you please spell that?,می‌توانید لطفا آن را هجی کنید؟,A1
4,The Alphabet & Spelling,الفبا و املا,"German pronunciation: ä, ö, ü, ß",تلفظ آلمانی: ä، ö، ü، ß,A1,4,sent,M-Ü-L-L-E-R. Müller.,M-Ü-L-L-E-R. Müller.,ام-اوو-ال-ال-ا-ار. مولر.,A1
4,The Alphabet & Spelling,الفبا و املا,"German pronunciation: ä, ö, ü, ß",تلفظ آلمانی: ä، ö، ü، ß,A1,5,received,Danke! Und Ihr Vorname?,Thanks! And your first name?,ممنون! و نام کوچک شما؟,A1
4,The Alphabet & Spelling,الفبا و املا,"German pronunciation: ä, ö, ü, ß",تلفظ آلمانی: ä، ö، ü، ß,A1,6,sent,Mein Vorname ist Jürgen.,My first name is Jürgen.,نام کوچک من یورگن است.,A1
4,The Alphabet & Spelling,الفبا و املا,"German pronunciation: ä, ö, ü, ß",تلفظ آلمانی: ä، ö، ü، ß,A1,7,received,Wie schreibt man Straße?,How do you write Straße?,کلمه خیابان را چگونه می‌نویسند؟,A1
4,The Alphabet & Spelling,الفبا و املا,"German pronunciation: ä, ö, ü, ß",تلفظ آلمانی: ä، ö، ü، ß,A1,8,sent,S-T-R-A-ß-E. Das ß ist wie ein doppeltes S.,S-T-R-A-ß-E. The ß is like a double S.,حرف ß مثل دو تا اس است.,A1
4,The Alphabet & Spelling,الفبا و املا,"German pronunciation: ä, ö, ü, ß",تلفظ آلمانی: ä، ö، ü، ß,A1,9,received,Was ist der Unterschied zwischen u und ü?,What is the difference between u and ü?,تفاوت بین u و ü چیست؟,A1
4,The Alphabet & Spelling,الفبا و املا,"German pronunciation: ä, ö, ü, ß",تلفظ آلمانی: ä، ö، ü، ß,A1,10,sent,Das Ü hat zwei Punkte oben.,The Ü has two dots on top.,حرف Ü دو نقطه بالا دارد.,A1
5,At the Café,در کافه,"Polite requests: Ich möchte..., Ich hätte gern...",درخواست مؤدبانه: من می‌خواهم...,A1,1,received,Willkommen im Café! Was möchten Sie bestellen?,Welcome to the café! What would you like to order?,به کافه خوش آمدید! چه چیزی میل دارید؟,A1
5,At the Café,در کافه,"Polite requests: Ich möchte..., Ich hätte gern...",درخواست مؤدبانه: من می‌خواهم...,A1,2,sent,"Ich möchte einen Kaffee, bitte.","I would like a coffee, please.",من یک قهوه می‌خواهم، لطفا.,A1
5,At the Café,در کافه,"Polite requests: Ich möchte..., Ich hätte gern...",درخواست مؤدبانه: من می‌خواهم...,A1,3,received,Mit Milch und Zucker?,With milk and sugar?,با شیر و شکر؟,A1
5,At the Café,در کافه,"Polite requests: Ich möchte..., Ich hätte gern...",درخواست مؤدبانه: من می‌خواهم...,A1,4,sent,"Nur mit Milch, bitte. Ohne Zucker.","Only with milk, please. Without sugar.",فقط با شیر، لطفا. بدون شکر.,A1
5,At the Café,در کافه,"Polite requests: Ich möchte..., Ich hätte gern...",درخواست مؤدبانه: من می‌خواهم...,A1,5,received,Möchten Sie auch etwas essen?,Would you also like something to eat?,چیزی هم برای خوردن میل دارید؟,A1
5,At the Café,در کافه,"Polite requests: Ich möchte..., Ich hätte gern...",درخواست مؤدبانه: من می‌خواهم...,A1,6,sent,"Ja, ich hätte gern ein Stück Kuchen.","Yes, I would like a piece of cake.",بله، یک تکه کیک می‌خواستم.,A1
5,At the Café,در کافه,"Polite requests: Ich möchte..., Ich hätte gern...",درخواست مؤدبانه: من می‌خواهم...,A1,7,received,Wir haben Schokoladenkuchen und Apfelkuchen.,We have chocolate cake and apple cake.,ما کیک شکلاتی و کیک سیب داریم.,A1
5,At the Café,در کافه,"Polite requests: Ich möchte..., Ich hätte gern...",درخواست مؤدبانه: من می‌خواهم...,A1,8,sent,"Den Apfelkuchen, bitte.","The apple cake, please.",کیک سیب، لطفا.,A1
5,At the Café,در کافه,"Polite requests: Ich möchte..., Ich hätte gern...",درخواست مؤدبانه: من می‌خواهم...,A1,9,received,Möchten Sie drinnen oder draußen sitzen?,Would you like to sit inside or outside?,می‌خواهید داخل بنشینید یا بیرون؟,A1
5,At the Café,در کافه,"Polite requests: Ich möchte..., Ich hätte gern...",درخواست مؤدبانه: من می‌خواهم...,A1,10,sent,"Draußen, bitte. Das Wetter ist schön heute.","Outside, please. The weather is nice today.",بیرون، لطفا. هوا امروز خوب است.,A1
5,At the Café,در کافه,"Polite requests: Ich möchte..., Ich hätte gern...",درخواست مؤدبانه: من می‌خواهم...,A1,11,received,Hier ist Ihr Kaffee und der Kuchen. Guten Appetit!,Here is your coffee and the cake. Enjoy!,بفرمایید قهوه و کیک شما. نوش جان!,A1
5,At the Café,در کافه,"Polite requests: Ich möchte..., Ich hätte gern...",درخواست مؤدبانه: من می‌خواهم...,A1,12,sent,Danke schön! Kann ich bitte die Rechnung haben?,"Thank you! Can I have the bill, please?",ممنونم! می‌توانم صورتحساب را داشته باشم؟,A1
6,Family Members,اعضای خانواده,Possessive articles: mein/meine,ضمایر ملکی: مال من,A1,1,received,Hast du Geschwister?,Do you have siblings?,خواهر و برادر داری؟,A1
6,Family Members,اعضای خانواده,Possessive articles: mein/meine,ضمایر ملکی: مال من,A1,2,sent,"Ja, ich habe einen Bruder und eine Schwester.","Yes, I have a brother and a sister.",بله، یک برادر و یک خواهر دارم.,A1
6,Family Members,اعضای خانواده,Possessive articles: mein/meine,ضمایر ملکی: مال من,A1,3,received,Wie heißt dein Bruder?,What is your brother called?,اسم برادرت چیه؟,A1
6,Family Members,اعضای خانواده,Possessive articles: mein/meine,ضمایر ملکی: مال من,A1,4,sent,Mein Bruder heißt Amir. Er ist zwanzig Jahre alt.,My brother is called Amir. He is twenty years old.,برادرم اسمش امیر است. او بیست ساله است.,A1
6,Family Members,اعضای خانواده,Possessive articles: mein/meine,ضمایر ملکی: مال من,A1,5,received,Und deine Schwester?,And your sister?,و خواهرت؟,A1
6,Family Members,اعضای خانواده,Possessive articles: mein/meine,ضمایر ملکی: مال من,A1,6,sent,Meine Schwester heißt Sara. Sie ist achtzehn.,My sister is called Sara. She is eighteen.,خواهرم اسمش سارا است. او هجده ساله است.,A1
6,Family Members,اعضای خانواده,Possessive articles: mein/meine,ضمایر ملکی: مال من,A1,7,received,Sind deine Eltern auch in Deutschland?,Are your parents also in Germany?,پدر و مادرت هم در آلمان هستند؟,A1
6,Family Members,اعضای خانواده,Possessive articles: mein/meine,ضمایر ملکی: مال من,A1,8,sent,"Nein, meine Eltern wohnen im Iran.","No, my parents live in Iran.",نه، پدر و مادرم در ایران زندگی می‌کنند.,A1
6,Family Members,اعضای خانواده,Possessive articles: mein/meine,ضمایر ملکی: مال من,A1,9,received,Was macht dein Vater beruflich?,What does your father do for work?,شغل پدرت چیه؟,A1
6,Family Members,اعضای خانواده,Possessive articles: mein/meine,ضمایر ملکی: مال من,A1,10,sent,Mein Vater ist Ingenieur. Meine Mutter ist Ärztin.,My father is an engineer. My mother is a doctor.,پدرم مهندس است. مادرم پزشک است.,A1
6,Family Members,اعضای خانواده,Possessive articles: mein/meine,ضمایر ملکی: مال من,A1,11,received,Das ist eine große Familie!,That is a big family!,خانواده بزرگی داری!,A1
6,Family Members,اعضای خانواده,Possessive articles: mein/meine,ضمایر ملکی: مال من,A1,12,sent,"Ja, und mein Großvater wohnt auch bei uns.","Yes, and my grandfather also lives with us.",بله، و پدربزرگم هم پیش ما زندگی می‌کند.,A1
7,Days & Months,روزها و ماه‌ها,"Days of the week, months of the year",روزهای هفته، ماه‌های سال,A1,1,received,Welcher Tag ist heute?,What day is today?,امروز چه روزی است؟,A1
7,Days & Months,روزها و ماه‌ها,"Days of the week, months of the year",روزهای هفته، ماه‌های سال,A1,2,sent,Heute ist Montag.,Today is Monday.,امروز دوشنبه است.,A1
7,Days & Months,روزها و ماه‌ها,"Days of the week, months of the year",روزهای هفته، ماه‌های سال,A1,3,received,Und morgen?,And tomorrow?,و فردا؟,A1
7,Days & Months,روزها و ماه‌ها,"Days of the week, months of the year",روزهای هفته، ماه‌های سال,A1,4,sent,Morgen ist Dienstag.,Tomorrow is Tuesday.,فردا سه‌شنبه است.,A1
7,Days & Months,روزها و ماه‌ها,"Days of the week, months of the year",روزهای هفته، ماه‌های سال,A1,5,received,Wann hast du Geburtstag?,When is your birthday?,تولدت کی هست؟,A1
7,Days & Months,روزها و ماه‌ها,"Days of the week, months of the year",روزهای هفته، ماه‌های سال,A1,6,sent,Mein Geburtstag ist am fünften März.,My birthday is on the fifth of March.,تولد من پنجم مارس است.,A1
7,Days & Months,روزها و ماه‌ها,"Days of the week, months of the year",روزهای هفته، ماه‌های سال,A1,7,received,In welchem Monat sind wir jetzt?,What month are we in now?,الان در چه ماهی هستیم؟,A1
7,Days & Months,روزها و ماه‌ها,"Days of the week, months of the year",روزهای هفته، ماه‌های سال,A1,8,sent,Wir sind jetzt im Januar.,We are now in January.,الان در ژانویه هستیم.,A1
7,Days & Months,روزها و ماه‌ها,"Days of the week, months of the year",روزهای هفته، ماه‌های سال,A1,9,received,Hast du am Samstag Zeit?,Do you have time on Saturday?,شنبه وقت داری؟,A1
7,Days & Months,روزها و ماه‌ها,"Days of the week, months of the year",روزهای هفته، ماه‌های سال,A1,10,sent,Am Samstag bin ich frei. Und am Sonntag auch.,On Saturday I am free. And on Sunday too.,شنبه آزاد هستم. و یکشنبه هم.,A1
7,Days & Months,روزها و ماه‌ها,"Days of the week, months of the year",روزهای هفته، ماه‌های سال,A1,11,received,Wann beginnt der Deutschkurs?,When does the German course start?,کلاس آلمانی کی شروع می‌شود؟,A1
7,Days & Months,روزها و ماه‌ها,"Days of the week, months of the year",روزهای هفته، ماه‌های سال,A1,12,sent,"Der Kurs beginnt am Mittwoch, den ersten Februar.","The course starts on Wednesday, the first of February.",کلاس چهارشنبه، اول فوریه شروع می‌شود.,A1
8,Colors & Descriptions,رنگ‌ها و توصیفات,"Basic adjectives: groß, klein, schön",صفات پایه: بزرگ، کوچک، زیبا,A1,1,received,Welche Farbe hat dein Auto?,What color is your car?,ماشینت چه رنگی است؟,A1
8,Colors & Descriptions,رنگ‌ها و توصیفات,"Basic adjectives: groß, klein, schön",صفات پایه: بزرگ، کوچک، زیبا,A1,2,sent,Mein Auto ist blau.,My car is blue.,ماشینم آبی است.,A1
8,Colors & Descriptions,رنگ‌ها و توصیفات,"Basic adjectives: groß, klein, schön",صفات پایه: بزرگ، کوچک، زیبا,A1,3,received,Und dein Haus? Ist es groß?,And your house? Is it big?,و خانه‌ات؟ بزرگ است؟,A1
8,Colors & Descriptions,رنگ‌ها و توصیفات,"Basic adjectives: groß, klein, schön",صفات پایه: بزرگ، کوچک، زیبا,A1,4,sent,"Ja, mein Haus ist groß und weiß.","Yes, my house is big and white.",بله، خانه‌ام بزرگ و سفید است.,A1
8,Colors & Descriptions,رنگ‌ها و توصیفات,"Basic adjectives: groß, klein, schön",صفات پایه: بزرگ، کوچک، زیبا,A1,5,received,Ich mag die Farbe Rot. Und du?,I like the color red. And you?,من رنگ قرمز را دوست دارم. تو چی؟,A1
8,Colors & Descriptions,رنگ‌ها و توصیفات,"Basic adjectives: groß, klein, schön",صفات پایه: بزرگ، کوچک، زیبا,A1,6,sent,Ich mag Grün. Die Natur ist grün und schön.,I like green. Nature is green and beautiful.,من سبز را دوست دارم. طبیعت سبز و زیباست.,A1
8,Colors & Descriptions,رنگ‌ها و توصیفات,"Basic adjectives: groß, klein, schön",صفات پایه: بزرگ، کوچک، زیبا,A1,7,received,Wie sieht das Kleid aus?,What does the dress look like?,لباس چه شکلی است؟,A1
8,Colors & Descriptions,رنگ‌ها و توصیفات,"Basic adjectives: groß, klein, schön",صفات پایه: بزرگ، کوچک، زیبا,A1,8,sent,Das Kleid ist rot und lang.,The dress is red and long.,لباس قرمز و بلند است.,A1
8,Colors & Descriptions,رنگ‌ها و توصیفات,"Basic adjectives: groß, klein, schön",صفات پایه: بزرگ، کوچک، زیبا,A1,9,received,Ist der Hund groß oder klein?,Is the dog big or small?,سگ بزرگ است یا کوچک؟,A1
8,Colors & Descriptions,رنگ‌ها و توصیفات,"Basic adjectives: groß, klein, schön",صفات پایه: بزرگ، کوچک، زیبا,A1,10,sent,Der Hund ist klein und braun.,The dog is small and brown.,سگ کوچک و قهوه‌ای است.,A1
8,Colors & Descriptions,رنگ‌ها و توصیفات,"Basic adjectives: groß, klein, schön",صفات پایه: بزرگ، کوچک، زیبا,A1,11,received,Der Himmel ist heute sehr blau!,The sky is very blue today!,امروز آسمان خیلی آبی است!,A1
8,Colors & Descriptions,رنگ‌ها و توصیفات,"Basic adjectives: groß, klein, schön",صفات پایه: بزرگ، کوچک، زیبا,A1,12,sent,"Ja, und die Blumen sind gelb und lila.","Yes, and the flowers are yellow and purple.",بله، و گل‌ها زرد و بنفش هستند.,A1
9,Present Tense Regular Verbs,زمان حال افعال باقاعده,"Conjugation: machen, spielen, lernen",صرف فعل: انجام دادن، بازی کردن، یاد گرفتن,A1,1,received,Was machst du heute?,What are you doing today?,امروز چه کار می‌کنی؟,A1
9,Present Tense Regular Verbs,زمان حال افعال باقاعده,"Conjugation: machen, spielen, lernen",صرف فعل: انجام دادن، بازی کردن، یاد گرفتن,A1,2,sent,Ich lerne Deutsch und dann spiele ich Fußball.,I am learning German and then I play football.,آلمانی یاد می‌گیرم و بعد فوتبال بازی می‌کنم.,A1
9,Present Tense Regular Verbs,زمان حال افعال باقاعده,"Conjugation: machen, spielen, lernen",صرف فعل: انجام دادن، بازی کردن، یاد گرفتن,A1,3,received,Spielst du gern Fußball?,Do you like playing football?,فوتبال بازی کردن رو دوست داری؟,A1
9,Present Tense Regular Verbs,زمان حال افعال باقاعده,"Conjugation: machen, spielen, lernen",صرف فعل: انجام دادن، بازی کردن، یاد گرفتن,A1,4,sent,"Ja, ich spiele sehr gern Fußball.","Yes, I really like playing football.",بله، خیلی فوتبال بازی کردن رو دوست دارم.,A1
9,Present Tense Regular Verbs,زمان حال افعال باقاعده,"Conjugation: machen, spielen, lernen",صرف فعل: انجام دادن، بازی کردن، یاد گرفتن,A1,5,received,Wann lernst du Deutsch?,When do you learn German?,کی آلمانی یاد می‌گیری؟,A1
9,Present Tense Regular Verbs,زمان حال افعال باقاعده,"Conjugation: machen, spielen, lernen",صرف فعل: انجام دادن، بازی کردن، یاد گرفتن,A1,6,sent,Ich lerne jeden Tag zwei Stunden.,I learn two hours every day.,هر روز دو ساعت یاد می‌گیرم.,A1
9,Present Tense Regular Verbs,زمان حال افعال باقاعده,"Conjugation: machen, spielen, lernen",صرف فعل: انجام دادن، بازی کردن، یاد گرفتن,A1,7,received,Was macht dein Bruder am Wochenende?,What does your brother do on the weekend?,برادرت آخر هفته چه کار می‌کنه؟,A1
9,Present Tense Regular Verbs,زمان حال افعال باقاعده,"Conjugation: machen, spielen, lernen",صرف فعل: انجام دادن، بازی کردن، یاد گرفتن,A1,8,sent,Er arbeitet am Samstag und ruht am Sonntag.,He works on Saturday and rests on Sunday.,او شنبه کار می‌کند و یکشنبه استراحت می‌کند.,A1
9,Present Tense Regular Verbs,زمان حال افعال باقاعده,"Conjugation: machen, spielen, lernen",صرف فعل: انجام دادن، بازی کردن، یاد گرفتن,A1,9,received,Kochen Sie gern?,Do you like cooking?,آشپزی کردن رو دوست دارید؟,A1
9,Present Tense Regular Verbs,زمان حال افعال باقاعده,"Conjugation: machen, spielen, lernen",صرف فعل: انجام دادن، بازی کردن، یاد گرفتن,A1,10,sent,"Ja, ich koche gern persisches Essen.","Yes, I like cooking Persian food.",بله، آشپزی غذای ایرانی رو دوست دارم.,A1
9,Present Tense Regular Verbs,زمان حال افعال باقاعده,"Conjugation: machen, spielen, lernen",صرف فعل: انجام دادن، بازی کردن، یاد گرفتن,A1,11,received,Wir tanzen heute Abend. Kommst du mit?,We are dancing tonight. Are you coming?,امشب می‌رقصیم. تو هم می‌آیی؟,A1
9,Present Tense Regular Verbs,زمان حال افعال باقاعده,"Conjugation: machen, spielen, lernen",صرف فعل: انجام دادن، بازی کردن، یاد گرفتن,A1,12,sent,"Ja, ich komme gern mit!","Yes, I would love to come!",بله، با کمال میل می‌آیم!,A1
10,"Articles: der, die, das",حروف تعریف,Definite and indefinite articles,حروف تعریف معین و نامعین,A1,1,received,Ist das ein Buch oder eine Zeitung?,Is that a book or a newspaper?,آن یک کتاب است یا یک روزنامه؟,A1
10,"Articles: der, die, das",حروف تعریف,Definite and indefinite articles,حروف تعریف معین و نامعین,A1,2,sent,Das ist ein Buch. Das Buch ist sehr interessant.,That is a book. The book is very interesting.,آن یک کتاب است. کتاب خیلی جالب است.,A1
10,"Articles: der, die, das",حروف تعریف,Definite and indefinite articles,حروف تعریف معین و نامعین,A1,3,received,Siehst du den Mann dort?,Do you see the man there?,آن مرد را آنجا می‌بینی؟,A1
10,"Articles: der, die, das",حروف تعریف,Definite and indefinite articles,حروف تعریف معین و نامعین,A1,4,sent,"Ja, der Mann trägt einen Hut.","Yes, the man is wearing a hat.",بله، آن مرد کلاه دارد.,A1
